1	3	1
1	12	1
1	14	1
2	1	1
2	7	1
2	12	1
3	1	1
3	13	1
3	17	1
3	18	1
4	5	1
4	6	1
4	11	1
5	4	1
5	9	1
5	11	1
6	4	1
6	5	1
6	9	1
7	2	1
7	12	1
7	16	1
8	4	1
8	6	1
8	9	1
9	5	1
9	8	1
9	12	1
10	4	1
10	5	1
10	9	1
10	13	1
11	5	1
11	8	1
11	14	1
12	1	1
12	2	1
12	7	1
13	5	1
13	7	1
13	18	1
14	1	1
14	12	1
14	15	1
15	2	1
15	7	1
15	12	1
16	2	1
16	7	1
16	15	1
17	2	1
17	3	1
17	18	1
18	2	1
18	3	1
18	17	1
3	16	2
3	17	2
3	18	2
4	10	2
4	13	2
4	16	2
4	17	2
5	9	2
5	10	2
5	11	2
6	9	2
6	10	2
6	16	2
7	10	2
7	11	2
7	16	2
9	1	2
9	10	2
9	13	2
10	5	2
10	7	2
10	15	2
11	5	2
11	7	2
11	17	2
12	5	2
12	15	2
12	16	2
13	4	2
13	5	2
13	7	2
14	5	2
14	16	2
14	17	2
15	4	2
15	8	2
15	10	2
16	4	2
16	5	2
16	10	2
16	14	2
17	4	2
17	5	2
17	7	2
18	1	2
18	5	2
18	7	2
